customer_id,age,gender,income,credit_score,employment_type,debt_ratio,prediction,actual_outcome
CUST_000315,45,Female,43550,611,Full-time,0.46,0,1
CUST_000316,50,Female,30506,638,Full-time,0.44,1,1
CUST_000317,48,Female,21309,689,Full-time,0.53,1,1
CUST_000318,25,Female,35388,546,Full-time,0.32,0,0
CUST_000319,56,Female,31630,591,Full-time,0.19,1,1
CUST_000320,49,Female,54515,637,Part-time,0.31,0,0
CUST_000321,41,Male,43829,638,Full-time,0.52,1,0
CUST_000322,28,Female,20000,606,Full-time,0.44,1,1
CUST_000323,43,Male,31538,618,Full-time,0.83,0,0
CUST_000324,47,Male,20292,661,Full-time,0.42,1,1
CUST_000325,55,Male,44887,546,Self-employed,0.64,0,1
CUST_000326,32,Female,65709,623,Full-time,0.59,1,0
CUST_000327,37,Female,49013,583,Full-time,0.29,1,1
CUST_000328,32,Male,27171,733,Full-time,0.44,1,0
CUST_000329,46,Male,58551,670,Full-time,0.77,0,0
CUST_000330,40,Male,27412,649,Full-time,0.47,1,1
CUST_000331,41,Female,28362,595,Self-employed,0.26,0,0
CUST_000332,34,Female,22403,393,Full-time,0.22,0,1
CUST_000333,52,Male,37706,697,Full-time,0.2,1,1
CUST_000334,53,Male,34829,617,Unemployed,0.32,0,0
CUST_000335,51,Male,34938,581,Self-employed,0.37,0,0
CUST_000336,22,Male,85221,629,Full-time,0.41,1,1
CUST_000337,46,Male,66121,577,Self-employed,0.19,1,1
CUST_000338,50,Male,28461,615,Full-time,0.47,1,0
CUST_000339,42,Male,93234,751,Part-time,0.14,1,0
CUST_000340,47,Male,62958,756,Unemployed,0.19,1,1
CUST_000341,56,Female,24736,613,Full-time,0.26,1,0
CUST_000342,50,Female,34420,649,Full-time,0.19,1,1
CUST_000343,55,Female,43364,668,Full-time,0.16,1,1
CUST_000344,63,Male,45826,631,Full-time,0.17,1,1
CUST_000345,55,Male,38857,670,Full-time,0.25,1,1
CUST_000346,47,Male,23978,646,Full-time,0.37,1,0
CUST_000347,47,Male,33658,709,Full-time,0.23,1,1
CUST_000348,46,Male,26253,457,Self-employed,0.43,0,0
CUST_000349,52,Male,53999,670,Part-time,0.42,0,0
CUST_000350,45,Male,73122,650,Self-employed,0.29,1,1
CUST_000351,50,Male,27690,531,Self-employed,0.46,0,0
CUST_000352,40,Female,47374,626,Part-time,0.1,1,1
CUST_000353,39,Male,53697,671,Full-time,0.32,1,0
CUST_000354,49,Male,35436,591,Full-time,0.53,0,1
CUST_000355,38,Male,91245,617,Full-time,0.41,1,1
CUST_000356,34,Male,51136,696,Part-time,0.49,1,1
CUST_000357,40,Female,121294,540,Full-time,0.37,1,1
CUST_000358,47,Male,73434,635,Full-time,0.04,1,1
CUST_000359,36,Male,28336,745,Full-time,0.22,1,0
CUST_000360,62,Male,26646,576,Full-time,0.49,0,0
CUST_000361,41,Male,37564,642,Full-time,0.16,1,0
CUST_000362,30,Female,22175,740,Part-time,0.8,0,0
CUST_000363,74,Male,79788,610,Part-time,0.41,0,0
CUST_000364,38,Male,49958,627,Full-time,0.48,1,1
CUST_000365,64,Male,20000,667,Full-time,0.22,1,1
CUST_000366,50,Female,22537,694,Full-time,0.49,1,1
CUST_000367,47,Male,38790,433,Part-time,0.12,0,1
CUST_000368,34,Male,85629,567,Full-time,0.44,1,1
CUST_000369,44,Male,71228,584,Unemployed,0.67,0,1
CUST_000370,33,Male,105910,646,Self-employed,0.29,1,1
CUST_000371,51,Female,20000,743,Full-time,0.6,0,0
CUST_000372,40,Female,31645,502,Full-time,0.06,1,0
CUST_000373,42,Male,34883,569,Part-time,0.18,1,1
CUST_000374,69,Female,42801,623,Full-time,0.52,1,1
CUST_000375,30,Male,28745,721,Full-time,0.55,0,0
CUST_000376,27,Male,51714,739,Self-employed,0.1,1,1
CUST_000377,36,Female,47902,636,Self-employed,0.68,0,1
CUST_000378,49,Male,120241,641,Part-time,0.41,1,0
CUST_000379,62,Female,74199,596,Part-time,0.29,1,1
CUST_000380,37,Female,69416,642,Full-time,0.32,1,1
CUST_000381,53,Male,60649,720,Unemployed,0.18,1,0
CUST_000382,34,Female,20000,490,Full-time,0.34,0,0
CUST_000383,42,Male,25408,639,Full-time,0.44,1,1
CUST_000384,20,Female,31456,755,Self-employed,0.49,1,1
CUST_000385,25,Male,81315,597,Part-time,0.65,0,0
CUST_000386,53,Female,37468,800,Part-time,0.13,1,0
CUST_000387,55,Female,89276,635,Full-time,0.41,0,1
CUST_000388,54,Female,67427,619,Full-time,0.41,1,1
CUST_000389,47,Female,86902,599,Full-time,0.41,1,1
CUST_000390,18,Male,67975,622,Full-time,0.53,1,1
CUST_000391,33,Male,52178,547,Self-employed,0.07,0,1
CUST_000392,24,Male,26945,600,Full-time,0.48,0,1
CUST_000393,42,Female,57822,556,Self-employed,0.12,1,0
CUST_000394,39,Female,36747,519,Full-time,0.44,0,0
CUST_000395,53,Female,34703,585,Self-employed,0.19,0,1
CUST_000396,61,Female,30972,587,Unemployed,0.59,0,0
CUST_000397,55,Female,54283,556,Full-time,0.46,1,0
CUST_000398,46,Male,36476,681,Self-employed,0.43,1,0
CUST_000399,62,Male,76284,510,Full-time,0.1,1,1
CUST_000400,38,Female,65884,667,Full-time,0.29,1,0
CUST_000401,54,Female,51464,573,Full-time,0.29,1,0
CUST_000402,34,Male,76913,615,Full-time,0.42,1,1
CUST_000403,46,Male,39353,653,Full-time,0.58,0,0
CUST_000404,54,Female,51721,585,Full-time,0.25,1,1
CUST_000405,47,Male,44188,605,Full-time,0.41,1,1
CUST_000406,33,Female,37403,568,Unemployed,0.2,0,1
CUST_000407,44,Male,67973,589,Full-time,0.11,1,0
CUST_000408,54,Male,30193,654,Full-time,0.42,1,1
CUST_000409,53,Female,47316,564,Full-time,0.16,1,1
CUST_000410,73,Male,44233,541,Part-time,0.28,0,0
CUST_000411,50,Male,61228,653,Full-time,0.54,1,1
CUST_000412,47,Female,76682,571,Self-employed,0.64,0,0
CUST_000413,23,Male,94718,494,Full-time,0.24,1,0
CUST_000414,37,Male,27248,594,Full-time,0.2,1,1
CUST_000415,28,Female,29161,532,Part-time,0.32,0,0
CUST_000416,62,Male,22780,688,Part-time,0.43,0,0
CUST_000417,40,Male,41634,588,Full-time,0.42,1,1
CUST_000418,27,Male,42056,690,Unemployed,0.2,0,1
CUST_000419,43,Male,47691,686,Full-time,0.36,1,0
CUST_000420,42,Male,26576,619,Full-time,0.13,1,1
CUST_000421,50,Female,23438,609,Self-employed,0.11,0,0
CUST_000422,47,Female,20000,531,Part-time,0.16,1,1
CUST_000423,49,Female,23669,740,Self-employed,0.84,0,1
CUST_000424,41,Male,42748,714,Full-time,0.46,1,0
CUST_000425,46,Male,55129,571,Full-time,0.25,1,1
CUST_000426,21,Female,170000,519,Full-time,0.4,1,1
CUST_000427,23,Female,28174,613,Full-time,0.04,1,1
CUST_000428,39,Female,48158,555,Full-time,0.3,0,0
CUST_000429,38,Female,87418,761,Self-employed,0.43,1,0
CUST_000430,24,Male,44459,561,Self-employed,0.41,1,1
CUST_000431,56,Male,69035,556,Self-employed,0.14,1,1
CUST_000432,43,Female,30333,694,Full-time,0.29,1,1
CUST_000433,37,Male,63019,513,Part-time,0.2,1,1
CUST_000434,46,Male,36411,698,Full-time,0.25,1,0
CUST_000435,51,Male,23178,704,Full-time,0.3,1,1
CUST_000436,21,Male,27975,534,Full-time,0.53,0,0
CUST_000437,51,Male,59507,605,Full-time,0.76,1,1
CUST_000438,44,Male,79084,500,Full-time,0.13,1,1
CUST_000439,50,Female,43293,597,Full-time,0.58,1,1
CUST_000440,50,Male,42089,651,Full-time,0.37,1,1
CUST_000441,29,Male,35114,590,Full-time,0.16,1,0
CUST_000442,57,Female,24407,717,Full-time,0.2,1,0
CUST_000443,53,Male,118286,520,Full-time,0.3,1,1
CUST_000444,59,Female,39191,578,Part-time,0.14,1,1
CUST_000445,30,Female,22730,537,Part-time,0.24,0,0
CUST_000446,49,Female,30814,571,Self-employed,0.46,1,1
CUST_000447,32,Female,69380,762,Full-time,0.29,1,0
CUST_000448,29,Female,35669,545,Full-time,0.37,1,0
CUST_000449,57,Male,27430,763,Full-time,0.7,0,0
CUST_000450,34,Male,22288,656,Self-employed,0.58,1,1
CUST_000451,48,Male,37654,644,Full-time,0.62,0,0
CUST_000452,40,Female,34237,660,Self-employed,0.38,1,1
CUST_000453,53,Female,87649,647,Full-time,0.34,1,1
CUST_000454,37,Male,35949,589,Part-time,0.29,0,0
CUST_000455,47,Male,63791,585,Full-time,0.32,1,1
CUST_000456,52,Male,91163,527,Full-time,0.28,1,0
CUST_000457,18,Female,20777,652,Full-time,0.24,1,0
CUST_000458,40,Female,26820,612,Full-time,0.28,1,0
CUST_000459,27,Female,56022,627,Full-time,0.7,1,1
CUST_000460,61,Female,49458,439,Unemployed,0.22,0,0
CUST_000461,51,Female,28379,636,Full-time,0.74,0,0
