customer_id,age,gender,income,credit_score,employment_type,debt_ratio,prediction,actual_outcome
CUST_000224,43,Female,79768,696,Self-employed,0.01,1,1
CUST_000225,18,Male,30353,556,Full-time,0.36,0,0
CUST_000226,50,Female,58974,596,Full-time,0.02,0,0
CUST_000227,18,Female,54690,737,Full-time,0.09,0,0
CUST_000228,46,Female,56989,723,Self-employed,0.37,0,0
CUST_000229,41,Female,147352,850,Full-time,0.19,1,1
CUST_000230,45,Male,69063,469,Full-time,0.51,0,0
CUST_000231,34,Male,41527,608,Full-time,0.08,1,1
CUST_000232,62,Female,24268,662,Part-time,0.24,0,0
CUST_000233,50,Male,75204,692,Full-time,0.14,1,1
CUST_000234,49,Female,79737,662,Full-time,0.08,0,1
CUST_000235,39,Female,37631,480,Full-time,0.06,0,0
CUST_000236,41,Male,20000,745,Full-time,0.41,1,1
CUST_000237,52,Male,83242,675,Full-time,0.23,1,0
CUST_000238,57,Male,49003,743,Unemployed,0.31,1,1
CUST_000239,58,Female,57468,495,Self-employed,0.54,0,0
CUST_000240,41,Female,26392,561,Full-time,0.73,0,1
CUST_000241,42,Female,52643,730,Full-time,0.14,1,1
CUST_000242,45,Female,49527,560,Full-time,0.18,0,0
CUST_000243,38,Female,63357,796,Full-time,0.29,0,0
CUST_000244,33,Male,30836,653,Full-time,0.52,1,1
CUST_000245,43,Female,98555,586,Part-time,0.24,0,0
CUST_000246,47,Male,31649,526,Full-time,0.28,1,1
CUST_000247,48,Female,56509,764,Full-time,0.29,0,0
CUST_000248,41,Female,35999,835,Unemployed,0.38,0,1
CUST_000249,34,Male,37750,778,Part-time,0.58,1,0
CUST_000250,47,Female,29042,850,Part-time,0.1,0,1
CUST_000251,46,Male,59690,547,Full-time,0.08,1,1
CUST_000252,30,Female,61494,679,Full-time,0.05,0,1
CUST_000253,53,Female,50133,704,Full-time,0.08,0,0
CUST_000254,51,Female,72427,626,Part-time,0.31,0,1
CUST_000255,41,Male,64315,563,Full-time,0.47,1,1
CUST_000256,26,Female,45463,773,Full-time,0.1,1,1
CUST_000257,27,Male,86451,767,Full-time,0.3,1,1
CUST_000258,47,Male,46632,850,Self-employed,0.15,1,1
CUST_000259,35,Male,75236,798,Self-employed,0.31,1,1
CUST_000260,38,Male,43038,673,Part-time,0.33,0,0
CUST_000261,28,Male,42808,749,Full-time,0.42,1,1
CUST_000262,51,Female,92548,802,Unemployed,0.1,1,1
CUST_000263,19,Male,30273,705,Full-time,0.53,1,1
CUST_000264,41,Female,37431,609,Full-time,0.32,0,0
CUST_000265,46,Female,20000,625,Full-time,0.18,1,1
CUST_000266,49,Male,32491,628,Self-employed,0.29,1,1
CUST_000267,47,Male,29752,640,Self-employed,0.38,0,0
CUST_000268,27,Male,32615,577,Full-time,0.2,1,1
CUST_000269,37,Male,44914,813,Full-time,0.37,1,1
CUST_000270,33,Male,37959,590,Self-employed,0.16,0,1
CUST_000271,27,Male,77659,678,Full-time,0.34,1,1
CUST_000272,20,Female,147220,837,Full-time,0.18,1,1
CUST_000273,47,Female,34369,720,Part-time,0.2,0,0
CUST_000274,56,Male,79512,656,Full-time,0.25,1,1
CUST_000275,35,Female,53838,576,Part-time,0.21,0,0
CUST_000276,51,Female,35245,635,Full-time,0.52,0,0
CUST_000277,48,Female,43723,690,Full-time,0.04,0,0
CUST_000278,31,Female,33177,624,Full-time,0.31,0,0
CUST_000279,40,Female,36449,701,Full-time,0.11,0,0
CUST_000280,42,Male,133328,714,Unemployed,0.26,1,0
CUST_000281,50,Male,66263,545,Full-time,0.12,1,1
CUST_000282,43,Female,27303,689,Full-time,0.46,0,0
CUST_000283,21,Female,36914,812,Unemployed,0.16,0,0
CUST_000284,63,Male,57237,580,Full-time,0.43,1,0
CUST_000285,46,Male,26920,712,Full-time,0.49,1,1
CUST_000286,30,Male,39807,737,Full-time,0.25,1,1
CUST_000287,23,Female,46039,631,Full-time,0.04,0,0
CUST_000288,31,Male,78228,755,Full-time,0.16,1,1
CUST_000289,37,Male,56663,812,Full-time,0.38,1,1
CUST_000290,33,Female,133130,700,Part-time,0.24,1,1
CUST_000291,36,Male,20000,648,Full-time,0.22,1,1
CUST_000292,29,Female,24849,662,Full-time,0.18,1,1
CUST_000293,48,Female,43911,847,Full-time,0.55,0,0
CUST_000294,29,Male,49945,779,Full-time,0.27,1,1
CUST_000295,48,Female,30695,777,Full-time,0.15,1,1
CUST_000296,50,Female,29449,705,Full-time,0.14,0,0
CUST_000297,23,Male,68278,632,Self-employed,0.53,1,1
CUST_000298,36,Male,57775,751,Full-time,0.77,1,0
CUST_000299,52,Female,73924,627,Full-time,0.07,1,1
CUST_000300,43,Male,94347,690,Full-time,0.18,1,1
CUST_000301,52,Male,43613,631,Full-time,0.35,1,1
CUST_000302,55,Female,32069,656,Full-time,0.09,0,0
CUST_000303,28,Male,54846,593,Full-time,0.25,1,1
CUST_000304,36,Male,79660,642,Self-employed,0.45,1,1
CUST_000305,45,Female,59883,699,Self-employed,0.09,1,1
CUST_000306,38,Female,21862,791,Full-time,0.1,1,1
CUST_000307,45,Male,41697,743,Part-time,0.42,1,1
CUST_000308,59,Female,37419,602,Full-time,0.26,0,0
CUST_000309,39,Male,35691,608,Full-time,0.14,0,0
CUST_000310,44,Male,22647,818,Self-employed,0.6,1,0
CUST_000311,40,Female,56884,648,Full-time,0.06,1,1
CUST_000312,18,Female,87144,701,Full-time,0.36,0,0
CUST_000313,31,Male,55385,759,Full-time,0.23,1,0
CUST_000314,39,Female,31087,719,Part-time,0.23,0,0
CUST_000315,36,Male,85403,602,Full-time,0.24,1,1
CUST_000316,51,Male,34474,675,Self-employed,0.3,1,1
CUST_000317,54,Male,46189,632,Full-time,0.29,1,1
CUST_000318,33,Male,71461,571,Full-time,0.08,1,1
CUST_000319,54,Female,50348,649,Self-employed,0.48,0,0
CUST_000320,35,Male,43021,741,Full-time,0.2,1,1
CUST_000321,45,Male,48769,666,Full-time,0.07,1,1
CUST_000322,37,Female,46552,531,Full-time,0.25,0,0
CUST_000323,25,Female,39552,676,Full-time,0.17,0,0
CUST_000324,32,Female,80916,616,Self-employed,0.33,0,0
CUST_000325,22,Male,45066,812,Full-time,0.44,1,0
CUST_000326,51,Female,37135,630,Full-time,0.17,1,1
CUST_000327,58,Male,43478,702,Full-time,0.23,1,1
CUST_000328,52,Male,82057,583,Full-time,0.42,1,0
CUST_000329,38,Female,36287,730,Full-time,0.22,0,0
CUST_000330,50,Female,55737,581,Full-time,0.47,0,0
CUST_000331,18,Male,67613,723,Full-time,0.12,1,1
CUST_000332,54,Female,40299,620,Self-employed,0.2,0,0
CUST_000333,64,Male,36404,769,Full-time,0.12,1,1
CUST_000334,49,Female,34125,798,Full-time,0.32,0,1
CUST_000335,35,Female,43618,664,Full-time,0.26,0,0
CUST_000336,51,Male,50230,703,Full-time,0.14,1,1
CUST_000337,42,Female,88692,751,Self-employed,0.2,1,1
CUST_000338,29,Male,48073,751,Full-time,0.32,1,1
CUST_000339,25,Male,79213,680,Full-time,0.05,1,1
CUST_000340,39,Male,61239,754,Unemployed,0.32,1,1
CUST_000341,42,Female,39045,754,Part-time,0.32,0,1
CUST_000342,18,Female,73855,678,Full-time,0.1,1,1
CUST_000343,75,Female,38426,554,Unemployed,0.15,0,0
CUST_000344,36,Male,53038,818,Full-time,0.3,1,1
CUST_000345,57,Female,54588,639,Self-employed,0.43,0,0
CUST_000346,42,Female,49773,767,Part-time,0.13,1,0
CUST_000347,57,Male,41058,583,Self-employed,0.2,0,0
CUST_000348,68,Male,96661,590,Self-employed,0.47,1,1
CUST_000349,35,Female,69337,665,Part-time,0.2,0,0
CUST_000350,37,Male,78337,637,Full-time,0.5,1,1
CUST_000351,49,Male,28879,795,Full-time,0.18,1,1
CUST_000352,53,Female,67722,615,Full-time,0.2,0,0
CUST_000353,44,Female,43767,656,Self-employed,0.21,0,0
CUST_000354,40,Male,70492,585,Full-time,0.31,1,1
CUST_000355,25,Male,165995,777,Full-time,0.01,1,1
CUST_000356,43,Male,51872,711,Part-time,0.11,1,1
CUST_000357,29,Female,50998,802,Self-employed,0.24,0,0
CUST_000358,42,Male,21884,677,Self-employed,0.33,1,0
CUST_000359,56,Male,93709,594,Part-time,0.61,0,0
CUST_000360,46,Male,25442,713,Full-time,0.56,1,1
CUST_000361,46,Female,24771,651,Full-time,0.12,0,1
CUST_000362,23,Female,67487,742,Full-time,0.26,1,1
CUST_000363,47,Female,26558,445,Full-time,0.11,0,0
CUST_000364,35,Male,73751,581,Full-time,0.23,1,1
CUST_000365,18,Female,30658,653,Full-time,0.07,0,0
CUST_000366,57,Female,43630,606,Full-time,0.34,0,0
CUST_000367,38,Female,96596,756,Full-time,0.19,1,0
CUST_000368,42,Female,52808,496,Part-time,0.46,0,0
CUST_000369,47,Male,30256,692,Part-time,0.48,0,0
CUST_000370,57,Female,72770,701,Part-time,0.12,0,1
CUST_000371,32,Female,29763,746,Full-time,0.57,0,0
CUST_000372,59,Male,85607,617,Full-time,0.57,1,0
CUST_000373,41,Male,94062,806,Full-time,0.24,1,1
CUST_000374,32,Female,49816,698,Part-time,0.39,0,0
CUST_000375,43,Male,34200,747,Part-time,0.04,1,1
CUST_000376,34,Male,50150,655,Unemployed,0.3,0,0
CUST_000377,40,Female,27402,849,Full-time,0.56,1,1
CUST_000378,60,Male,79568,616,Full-time,0.49,1,1
CUST_000379,19,Female,31417,582,Full-time,0.25,0,0
CUST_000380,42,Male,41714,489,Part-time,0.12,0,0
CUST_000381,41,Female,71888,728,Part-time,0.45,0,0
CUST_000382,38,Female,33169,729,Full-time,0.21,0,0
CUST_000383,36,Male,91445,618,Full-time,0.38,1,1
CUST_000384,50,Male,37151,695,Self-employed,0.24,1,0
CUST_000385,34,Female,47790,773,Self-employed,0.13,0,0
CUST_000386,18,Male,29651,614,Full-time,0.34,1,1
CUST_000387,23,Male,81017,611,Part-time,0.09,1,1
CUST_000388,38,Female,70054,415,Self-employed,0.14,0,0
CUST_000389,52,Male,41828,576,Full-time,0.25,1,1
CUST_000390,48,Female,45640,710,Part-time,0.06,1,0
CUST_000391,18,Female,90137,750,Full-time,0.46,0,0
CUST_000392,48,Female,60469,713,Full-time,0.37,0,0
CUST_000393,43,Female,57703,613,Full-time,0.23,1,1
CUST_000394,35,Female,72166,541,Full-time,0.25,0,0
CUST_000395,35,Female,61099,620,Full-time,0.27,0,0
CUST_000396,49,Male,53231,653,Part-time,0.3,0,0
CUST_000397,45,Female,54033,652,Part-time,0.17,0,0
CUST_000398,29,Female,20000,758,Full-time,0.11,1,1
CUST_000399,28,Female,34704,590,Full-time,0.39,0,0
CUST_000400,43,Male,20000,611,Full-time,0.38,0,0
CUST_000401,64,Female,70041,581,Self-employed,0.3,0,0
CUST_000402,54,Female,36799,550,Full-time,0.29,0,0
CUST_000403,49,Male,85224,744,Part-time,0.18,1,1
CUST_000404,29,Male,20000,611,Full-time,0.17,1,0
CUST_000405,32,Male,34437,579,Full-time,0.29,1,1
CUST_000406,49,Male,38850,621,Self-employed,0.48,0,0
CUST_000407,51,Female,74092,625,Self-employed,0.21,0,0
CUST_000408,32,Male,58347,731,Self-employed,0.34,1,1
CUST_000409,39,Female,95541,671,Full-time,0.08,1,1
CUST_000410,31,Female,76511,774,Full-time,0.66,0,0
CUST_000411,35,Female,24414,644,Unemployed,0.1,0,0
CUST_000412,54,Female,134974,697,Full-time,0.04,1,1
CUST_000413,38,Female,108266,710,Self-employed,0.27,1,1
CUST_000414,30,Female,71309,572,Self-employed,0.4,0,0
CUST_000415,24,Female,46301,655,Full-time,0.03,1,1
CUST_000416,40,Female,29828,783,Self-employed,0.34,0,0
CUST_000417,38,Female,20000,686,Full-time,0.27,0,0
CUST_000418,59,Female,24070,708,Full-time,0.1,0,0
CUST_000419,31,Female,20000,632,Full-time,0.1,0,0
CUST_000420,30,Male,56673,758,Self-employed,0.28,1,1
CUST_000421,49,Female,108077,822,Part-time,0.58,0,0
CUST_000422,44,Male,65107,618,Part-time,0.55,0,1
CUST_000423,41,Female,48669,625,Part-time,0.48,0,0
CUST_000424,43,Female,41118,642,Full-time,0.19,0,0
CUST_000425,36,Female,93347,585,Full-time,0.74,0,0
CUST_000426,42,Female,43369,657,Part-time,0.25,0,1
CUST_000427,51,Female,78529,728,Full-time,0.32,1,1
CUST_000428,28,Male,47910,441,Full-time,0.54,0,0
CUST_000429,52,Male,63874,752,Part-time,0.13,1,1
CUST_000430,54,Male,25565,684,Full-time,0.39,1,1
CUST_000431,35,Female,67341,742,Self-employed,0.4,0,1
CUST_000432,75,Male,70007,610,Full-time,0.09,1,1
CUST_000433,64,Male,49119,724,Self-employed,0.51,0,0
CUST_000434,21,Male,72282,561,Full-time,0.22,1,1
CUST_000435,54,Male,34598,837,Full-time,0.4,1,1
CUST_000436,51,Female,47153,850,Full-time,0.11,1,1
CUST_000437,29,Male,58626,573,Self-employed,0.16,1,1
CUST_000438,48,Male,103982,668,Full-time,0.3,1,1
CUST_000439,36,Male,44246,530,Full-time,0.34,1,1
CUST_000440,52,Male,61598,519,Full-time,0.36,0,1
CUST_000441,30,Female,50856,786,Full-time,0.6,0,1
CUST_000442,30,Female,20000,580,Self-employed,0.13,0,1
CUST_000443,64,Male,56987,685,Full-time,0.3,1,1
CUST_000444,42,Female,48664,662,Full-time,0.41,0,1
CUST_000445,51,Female,60414,579,Unemployed,0.39,0,0
CUST_000446,53,Male,53129,750,Full-time,0.08,1,1
CUST_000447,40,Male,70279,736,Full-time,0.18,1,1
CUST_000448,36,Female,24550,581,Full-time,0.37,0,0
CUST_000449,48,Female,23800,733,Full-time,0.2,0,0
CUST_000450,63,Male,28948,690,Full-time,0.24,1,0
CUST_000451,43,Male,38638,850,Full-time,0.36,1,1
CUST_000452,47,Female,48100,601,Part-time,0.24,0,0
CUST_000453,39,Female,130593,809,Full-time,0.45,1,1
CUST_000454,46,Female,52889,621,Full-time,0.44,0,0
CUST_000455,36,Female,25317,554,Part-time,0.53,0,0
CUST_000456,46,Male,40040,677,Full-time,0.19,1,1
CUST_000457,53,Male,63523,731,Full-time,0.25,1,1
CUST_000458,59,Female,52776,627,Full-time,0.43,0,0
CUST_000459,53,Male,35555,634,Full-time,0.31,1,1
CUST_000460,47,Female,45947,737,Full-time,0.16,0,0
